sentiment,comment
1,Aku adalah salah satu korban kesedihan tasyi waktu itu wkwk
1,dia sama ricis sama aja
1,GWS TASYI
1,ibaratnya kalo dia nabrak pintu pintunya yg hrus minta maaf ??
1,emang paling bener adab di atas ilmu
1,si perfexionis .. ??
1,Para pria itu sama ??
1,"make hadist nya sesuai mood, sitkon dan kebutuhan mereka"
1,dengernya kok gw jd ngang ngong ngang ngong sih??
1,Aku kok bingung ya
1,ngakak ????
1,terlalu berlebihan juga tidak baik kan?
1,tp kalo main ma sirkelnya pulangnya ampe subuh gimana tuch? ??
1,terserah lo dah mo ngomong apah??
1,Cape sangat
1,Pembicaraan berlanjut ..
1,Hanya tertawa ??
1,bergaris
1,Ngakak pol
1,Terserah lo deh
1,Bantal Guling ??
1,pinter ngomong????
1,"iye iyeee, maapin kita yg fakir ilmu ini ye tuan putri Tasyi ??"
1,standar ganda wkwkwk
1,Cukup Laen
1,Banyak kali ceritany
1,Bgt??????
1,kocak club
1,karma yang sebenarnya
1,sakit banget!!
1,Anjirr Tatut Bgt SM Rak Bos dan BU Bus: ((
1,gak menyangka gw
1,caur wkwkw
1,Astaghfirullah ??
1,Di luar nurul
1,Anak laki -laki itu
1,Yaalha parahh sii
1,terus gue harus bilang woooww gitu...putri sanggup biayai kuliahx sendiri....klo udah tenar aja baru deh
1,PAS naik untuk meminta pengampunan
1,dikata yg bisa kejepang die doang kali ya jdi warga konoha di boongin iye2 aje wkwk
1,Itu mah di taksi palsu
1,kok ga malu ya?
1,yg baru ke jepang vs yg dah hidup tahunan di jepang. Nitizen harap maklum ??????
1,bang lu nyebut shinkansen aj salah bang
1,belagu
1,Biasanya okb
1,iyaaa Ibnu adalah satu satunya mahluk yang pernah pergi ke jepang??
1,"Dia nggk salah, yg dia maksud kalo pintu nya di copot"
1,jangan hujat dia wahai warga +62. mungkin sodara kita ini tumben ke jepang. biasanya beliau naik kopaja kalo kemana mana
1,Maruk
1,ke jepangnya transit ke eropa dulu sama ke amrik.
1,aq pura2 bego aja ngedengerin yaaa??
1,ngawur....
1,itu Sopirnya Kunci dari dalam Pintu nya jadi tukang buka Nya harus make linggis makanya mahal
1,"Dimana mana kalau dijepang, kemana mana mah pake kereta api, gada yg pake taxi????"
1,supir di jepang : apaan anjrit kaga semahal itu ege
1,kebiasaan ngomong tinggi ke tetangga...... kebawa2 ke sosmed.... dikira dia org sosmed ngga ada yg tau Jepang
1,Cukup atur di sana??
1,munkin pintu nya di copot [smile][happy]
1,pantesan org Jepang suka jln kaki??
1,bwa ke polsek
1,geger??
1,"aneh bgt blm prnh kesana dan blm berangkat bisa2 nya udh spil ini itu, baru kali ini tau liat org kek gitu"
1,Di antara dia melenturkan/ menipu orang di sana wk
1,KLO NGK BNR KN MALU BNG .... KLO NGK |
1,"Efeknya kaya di negara orang lain, Eem Yodahla"
1,paling ditipu
1,wajar aja jodoh itu emng cerminan diri gw fikir pendiem inget waktu istrinya dihujat karena gamau disamasamain kya att. maunya kya gigi?? diserang dah
1,"simpel aja, dia butuh pengakuan"
1,dia ini siapa ? sumpah bru tau gua dia ada konten
1,"susah si pemikiran mindset orang susah sama Ibnu itu beda jauh,"
1,mungkin dia di tipu wkwkwk
1,boong. basket aku Uda tau
1,"itu 1,4 gara² pintunya di bawa pulang"
1,AKWKWKW kasian anjer definisi bikin trik marketing tapi malah bablas eh jadi dibuli satu indo dia. Kgak tau org indo tangannya lemes diinet ya??
1,?? Pintunya dibawa pulang
1,"gimana mau maju,warganya aja permasalin hal yang gak ngerugiin orang lain,dan malahan kena hujat"
1,"ngawur,,,, pernah naik taksi krn kemaleman dr stasiun, habis 4000 an yen. dibagi ber empat."
1,mungkin dia buka pintu taksi sampe lepas
1,ya di buka gak di tutup lagi pas jalan kena trotoar ganti rugi dah????
1,di kira nya cm dia yg bisa ke Jepang ????
1,maka harus wow gituibnu ibn housewh??????
1,baru kali ini liat konter kreator sampe detail bngt di jumlah nya ditulis kaya dia yang baru pernah ke jepang ajaa??
1,buset gaji magang gue dijepang aja 13 jt an keatas.. klo gtu gue ngumpulin bwt beli motor sendiri aja sekalian..
1,Bayangin ada orang jepang buat kebalikan masalah taksi indo juga. Pasti distich kemenparekraf. Tapi orang jepang ga mungkin ngelakuin itu si ??
1,seharusnya klo belum tau betul jelasnya jangan di bikin konten bang .. mendingan buat konten nya kalo udh dr jepang baru ceritaa kan malu sendiri kan
1,udah jangan di hujat dia udah minta maaf kok
1,"kaya sih kaya tapi pamer nya gagitu juga, miss informasi."
1,dasar generasi bangsa
1,Putra Pak Haji
1,kalo smpek putus kasihan yang nerusin??
1,"dlu kaget bnget lihat becaa pake bju ini,eh skrang mah udah ga kaget stelah lihat Vidio nya??"
1,kita berdoa sj smoga anak cucu dan keluarga kita dijauhkn dr hal2 yg tdk baik
1,g mau komen liat aja ah??
1,"yg penting mah bulan madu dulu,,nikahnya ntar aja kalo inget??"
1,"Komentar dipenuhi dengan orang yang sempurna, dan tidak memalukan,"
1,Jaga dirimu ... kita tidak pandai padanya ..
1,"kta nie pn nmpk bagus karena Tuhan harus mengurus aib, cukup untuk tidak menemukan kesalahan lain, fokus pada peningkatan diri ??"
1,sesudah kejadian ??
1,Tpi ini video lamaaaaaaaaaaaaaayy
1,leih baik nikah kluu udh cocok??
1,"pacarnya mgkin bisa terima, tp mertua nya ?? ??"
1,kebanyakan artis kalo pacaran udah pergi liburan berdua ??
1,cantik kak becca
1,Viral 48 dt
1,lihat calon menantu Bu haji hem
1,Baju becca kaya bawah mukena gw
1,ngak faham gue
1,dress nya mirip rok mukena anakku??
1,aku juga pengen beli baju kek gitu....????
1,aku cuma fokus ke dapur nya??
1,Pro
1,Saya seorang rapo bagaimana ... untuk ... sebenarnya ... ??
1,saya akan menyimpan videonya sampai gw tua ??
1,tidak tau apa² ygy Armor nya pergi mna
1,hadeh??????
1,kirain mereka udah suami istriii ??
1,Pengukuran Luchu
1,ini yg itu
1,ohh
1,bukan pacaran lg kayaknya . klo yg aku liat sprti pengantin baru sih saking rukunnya??
1,ai mirip banget sm gala
1,Dia cantik bgt ??
1,Layanan Lengkap ??????
1,pasangan serasi
1,kita sudah
1,beca mancing tuuuu
1,suhu
1,"sudah pasti,??"
1,video resesi
1,penganten baru ??
1,nyimak ae..g akan ngehujat krn q jg pnya anak cewek...
1,mungkinkah anak pak haji masih polos ????
1,Komentar Hakim Akhir Hakim adalah segalanya
1,Putra Tuan Haji adalah ziarah ... ??
1,Udah gak penasaran lagii ??
1,"bntar LG baju becca seperti ini banyak di live,aku langsung ke keranjang kuning ?? suka bget"
1,Aduk ????
1,Tak Pham Doh
1,cantik
1,waah waah para nitizen yg sempurnna????????
1,JD DK KEKOT SYMONE MB KITO @ ???? @KataBANGBAJYang
1,Kita tidak harus lebih baik darinya ... manusia terendah adalah diri kita sendiri.
1,dah ga aneh model bgnian ??????
1,Salam Flks Kak
1,10 minggu
1,kasian pak haji faisal
1,NGK tahu
1,Ya Alllah
1,akar ginseng itu harganya mahal loh
1,lain kali di perpanjang vidionya??
1,mirip nana mirdad
1,Viral kk tu
1,"cuek blh dgn cara pacaran anak , tapi tetp hrz d jalur yg benar ..."
1,kasihan bapaknya Rebecca
1,Kesabaran Tuan Haji ..
1,37detik
1,Berita Fit
1,bayangin dulu kalau aku yang begitu belum nikah .. kayaknya mulut tetanggaku sekarang udah muter 180 derajat
1,baju nya Rebecca Kya sarung mukena aku
1,lebih seru baca komen drpd liat vidionya??????
1,namanya aja tik tok suka2 mereka aja deh
1,suhu ????????
1,Yg tau info
1,Duuhhh duhh... sarung mukena itu yaa
1,gamungkin gapernah????
1,mana pinter lagi??
1,@@ D ini saya
1,yg di grup wa ya
1,info
1,Amazon ??
1,artis mah pacaran liburan bareng tapi diijinin ya sama ortunya
1,Mereka berdua dan Tuhan tahu
1,Tidak ada komen deh ??
1,mau heran tp mrk artis
1,cantik ??
1,itu menakutkan
1,baju dinas??????
1,pasangan dunia akhirat kata fansnya
1,"doa yang baik"" ajah.. smoga Allah jaga anak cucu kita dari hal"" yg tidak baik"
1,Dia mengatakan putra Pak Haji
1,perwakilan.. ????
1,rebecca itu pemain film mermaid ga sii
1,bergabung
1,mampir bang
1,Kehidupan di ibukota semua publik dan orang -orang pro tahu bahwa dia sudah cukup dan Tuhan tahu kebenarannya??????
1,ini pakaian saya depan suami??
1,orang tua nya udah haji ni kan.
1,emng rebecca siapa si?
1,Bodok
1,semoga khusnul khotimah
1,motor hilang di tagih bank ??
1,banyakan komennya
1,"""tuk tuk tuk permisi tagihan hutang bank anda""??"
1,"gimana kirim singanya , org singa hewan buas"
1,motor elit bank sulit??
1,semoga cepet sembuh
1,Unnellah
1,Ya Tuhan sedang menyembuhkan orang ini
1,streesss
1,langsung TF aja kebeliu
1,Hutang elite motor Syulit????????
1,Sepeda motor mana yang bang ????????
1,janji ga di kejar bank??
1,"Amit ""Hahahaa"
1,bekerja
1,Yaelah
1,idaman polsek
1,anjir gua kira sultan beneran ??????
1,motor elite rumah sulit cuaksss
1,motor elit rumah sulit
1,Jangan jatuh cinta anjing cinta anjing
1,mawar pun ga akan kasih apalagi singa bang??
1,Maaf Mas Ngkang mengirimkan apa
1,Mari Berdoalah untuk Penyembuhan Cepat ??
1,Macanny yang sama
1,Raja Singa??
1,Singad2 ??????
1,Raja Singa????
1,???????? Singa Bang ini
1,"udah minta, Request lagii:v"
1,?????????? ???? ????
1,Syukurlah atas hadiahnya
1,Cinta singa
1,Ra Takon
1,"Beneran mau Singa, nanti saya kirimkan Singa dari Taman Safari."
1,Anak Banteng
1,mengirim:??
1,udah bang ????????
1,emang agak laen ni orang
1,Pekerjaan kerja mmk
1,Pemutusan
1,berobat
1,ASU
1,dia bukan tekwondo to tapi taiwondo????????
1,maaf ini nular ga ya? soalnya ada adek yg masih kecil dirumah????
1,kak maap gejala awalnya apa kok bisa gini
1,Bae ah??
1,KOREA Taekwondo??????
1,itu bukan kelas nya??
1,letoy??
1,taekwondo saat latihan:??saat praktek:??
1,Seasa Ling vs Paquito
1,si taikondo bingung mau lawan dengan jurus apalagi??musuhnya ttp santuy
1,"semua beladiri TERGANTUNG ORANGNYA..bukan jurusnya,bukan perguruanya,bukan gurunya,bukan padepokanya..??????"
1,cuma main kaki ya kalah to..
1,kaya ya kasian si putih
1,24 jam belajar taekwondo
1,??????gudu juara karate Iki .tapi juara karambol
1,jelas muaythai lah
1,"beda kelas broww,,,muangtai lebih terlatih , apalagi bagian kaki"" atlet muangthai kayak besi brow??"
1,Taekwando??????
1,Dhlah mempermalukan gw ini
1,teakowndo lawan muaythai ??????
1,alasan muaythai jadi counter terbaik taekwondo menurut analisa gua
1,"jadi kasihan lawannya, sama bapak taekwondo??"
1,yg muangthai ketemu Deny aprisani seimbang kayaknya
1,Comple adalah ??????????
1,agak laen memang si tasyi ini
1,semua akan tidak sesuai dengan omongan pada masa lalunya ??
1,"@Bubu ??: iye iyeee, maapin kita yg fakir ilmu ini ye tuan putri Tasyi ??"
1,@by.Nengshaa: hukum flexing kekayaan se hedon mungkin gimana ya ??
1,@Inzhagi Potret Anant: stres
1,@.: Ini anak saya
1,@Warung queenby: tahik??
1,@Pogo Kemon: Yaayaaa ahli surga paling
1,@Din Rahmah: Lelucon
1,@Canc3rr_ ????: sebagian besar teori ilupnye ??????
1,@David: Eek baby
1,@Sabil Karim: shower berpakaian
1,@Talithaaa.cntk: Tasyi Si yang selalu kalah
1,@Honeymoon??: anj??
1,@Cigsaftereat: senyum terbanyak
1,@wgwgwg: Bayu anj
1,@human: merinding
1,#VALUE!
1,@xvyk: stres
1,@user y: malah jadi abu
1,@Dhomz: lebih ke rubah
1,@ggibr4n_: tupai sumatra
1,@ore baka: mirip gambar gua yg sapu lidi bay
1,kerusakan nya coyyy .... gada
1,sebelum nganggur harus gaya dulu
1,abis kerjaaaaa kuliiii leher pada pegel belek
1,cosplay jadi Kasino warkop hehe
1,emang boleh se merinding inii..
1,selengekan
1,emang boleh se merinding ini??????
1,Jadi Pak Tarno????
1,merinding
1,merinding gua??
1,merinding ??????
1,Merindink
1,merinding ampe kucing sebelah gw kaget
1,merinding
1,semangat bg lu sendirian kok
1,WKWK Uang Tua
1,supir bang?
1,Ini adalah MAH LCD
1,#VALUE!
1,yg manggil langsung trauma
1,emang bole semerinding ini yak
1,BISA AJA GOOGLE DRIVE
1,demi allah ga boong takut banget
1,Lah Widow APH
1,Pekerjaan minimal Bay memiliki uang untuk membuat Glowup
1,m3m3g
1,Kerusakan Nya ..... Gaada
1,aku beda karna aneh
1,gue beda karna gue gila
1,gua aneh karna gua gila ??????????????
1,ada doa merinding gak sih????
1,waduh hp gue jdi pecah
1,"Reflec berikutnya ""ih"""
1,paling gk bisa soal salah bantal??????
1,Old money tapi masih pedro sama coach becanda abangnya nih??
1,"Tasyi emang ga bayar buzzer ,tapi suaminya yg bayar mwehehe??"
1,kocak lu tasyi??
1,duta klarifikasi
1,itu alis ngapa anjir ??
1,abang di belakang kayak backing vocal
1,Nunggu yg di belakang tiba2 nyanyi “fiesta chicken nugget”
1,Kodamnya tumben kalem
1,Buzz Lightyear Makeup
1,Bucky Planga Plongangoo
1,Si paling klarifkasi
1,Yang Mulia Qatuuu??
1,buzzernya disuruh komen kalem
1,alisnya??
1,"jauh anjir, ibarat yg 1 udh nyampe mars, yg satu lagi masih ngarit"
1,idola cewekkkk vs botak terkuat di bumi.. all in botak
1,MaMaH AKu TaKuT????
1,jadi kaya tukang bangunan bang
1,senyumanmu bikin kebutuhan pokok naik bang
1,Kaya ninja hatori
1,mirip ragill
1,"
kok bisa ya nyawanya betah"
1,malah mirip joko kendil
1,Weiip for'un njirrr
1,Abu Jahal
1,@??:Tim setia laba-laba sunda
1,@Monkey D Dragon:pantes helcurt di ban moonton
1,@Orang Susah:senyam senyum lu kira Iklan pepsoden
1,@ela: Nabi yang serba guna Adam??
1,@RE IPPO:Sigit rendang: pengendali makhluk gaib
1,sarimin
1,aura jokernya mulai keluar nih
1,lu gnteng klo gak senyum
1,Apakah kamu bercanda?
1,Adudu Bocaah
1,Keinget Wednesday ? malam satu suro ?
1,wednesday ketika gen bapakny dapat semua
1,aku nahan takut sop??
1,jumat kliwon ini mah
1,Jatuhnya kayak nahan kedip kak drpd nahan tawa ??
1,Harap kembalikan Adul
1,Vibesnya napa kaya suketi sih anjir ??
1,Rabu ??Doomsday ??
1,Rabu?? Satu malam suro??
1,"enid ? 
Udin ?"
1,gw cuman keliatan idungnya woii??????
1,kasian drum nya trauma
1,merinding gw ??
1,gprnh gagal bikin bingung
1,demi allah merinding anjjir
1,@???????????????: Ini sedikit berbeda
1,anjing bgt
1,tai wkwkwkwkw
1,Wkwkwkwkw
1,idih.. zizik wkw
1,kok bisa ya..
1,bang mukanya bisa ditutupin stiker aja ga?
1,astaga mba malu diliat tetangga auratnya dijaga!!!!!
1,kerudungan tp jipon kyk ga diajarin LOLL
1,mb maaf jigongnya keliatan
1,udah kasian bjirrr pen ikut buli tp komenny bgni semua ??
1,Jangan lupa sa banyak takehhh healgash
1,gendutan?
1,bang udah bangggggggg mending balik ke kampung inget orangtua..
1,beliin abangnya samskrin guys
1,ketiaknya.......
1,behel nya warna warni ges bikin salfok
1,kirain ada cabe nyangkut di giginya taunyaa wkwkw
1,mba nya berharap dilirik isilop
1,Dia adalah cara saya hanya knir
1,Narsissssssssssss
1,pede dulu mandi belakangan ya mas
1,mas mas bikin geleng2kepala
1,emang mirip ternyata
1,Kasia Ajg Tas Nya KW Dubuli Sexagat Tiktok Wakkaka
1,kalo gakbisa beli ori gausah beli yang KW mbak yang mampu22 aja ........ info ajaniwkeeke
1,mbak gimana rasanya dibuli setiktok? aman???
1,nitip dong mbak tas nya beli dimana ahahahahahah
1,mendingan gua beli tas no merk drpd ketawan beli branded fake????
1,baru liat orang mukanya se kotak iniiiii
1,kurusan kakak ni jadi canti
1,beratnya nambah ya..?? jadi imut
1,Robek imut tidak diapus dengan
1,ketikan orang jahat banget kakaknya cantik baget padhal
1,baru liat cew bertompel 3d
1,mba pasti cantik kalw tompelnya diilangin percaya deh
1,tompelnya 3D keren sih jyujur
1,duit mbanya banyak kok pasti mampu lah oprasi tompel
1,itu tahi lalat.. ?kok gede BGT.. hati2 MBA takutnya kanker mendingan di cek deh
1,neti ketikanna jahat tapi kayakanya harus cek beneran takt bahaya lohhhh
1,nah kan abis oprasi TOMPEL langsung cantikk kk mirip berbi
1,eh iya pangling lihat k2nya
1,Toppel ajaibnya menghilang ... sangat menyedihkan
1,ada yang besar tapi bukan bola akwwkaw
1,ada yg tegak tapi bukan keadilan??
1,di sm yuk merah .........
1,sini duet sm sy kaa
1,ADUHH MBAA
1,Pidato gwe cok
1,dekkk dekkk belajar dlu sono ky tante2
1,Eh bociil jgn o wakwkw bagus
1,bocilll jaman skrg ga punya adab yhh kok bisa'
1,bocil bukan sembarang bocil wkwoekwoekwoekwo
1,make UP gw aja kalah SM bocil..
1,Eh kok gt ya .. ytta????
1,dasar cina
1,gw cukup heran knp mba nya mau sm si klimis??
1,Rambutnya sangat klinik
1,GPP gaes doi kan paling beda DR YG lain
1,agak laen ni org mw ngalahin cepmek
1,Bang Lu Knp
1,cok mau muntah anjg
1,mual jujur
1,MUAL BANG CUKUP
1,gak lucu
1,krik bgt anjir
1,cantikcok kaksnya
1,kalo suka bilang bang ??
1,Yanto dan Fig
1,kalo bilang suka bang
1,tanggung jawab apa pun
1,orang yang tertawa untuk dosa
1,EMNG EEK EMNG
1,sadar diri itu penting
1,yang ganteng selalu menang
1,percaya diri memang penting tapi sadar diri lebih penting.
1,orng jlk udh pasti gagal dalam hal apapun ????
1,aku jelek dan aku bangga
1,parah ege
1,Semuanya menggunakan banyak HADUUUUUH
1,Ytim Krikil
1,Kang melet
1,gak boleh gitu bang
1,lucu?
1,kabur
1,Jan Gitubwoy
1,paling sempurna dah yg punya akun
1,buat tmn2 klo punya jerawat jgn sering dipencetin ya ntar jadi bopeng?? klo udh terlanjur bopeng semuka perawatanya mahal
1,Berdamage 0%
1,Buset yng komen pada bawa fisik
1,bang muka lu mirip ama mikey
1,"makanya kalo jerawatan jgn di pencet, malah bopeng anjir"
1,Tapi kayaknya ini udah parah bgt bopengnya
1,"nih yang pada ngatain dia ati"" loh kena karma kaya temen gua ngatain gua jerawatan eh malah dia yang jerawatan trs akunya yg sembuh wkwk"
1,ganteng
1,ini cwo paling ganteng sedunia sampai akhirat??????
1,omong kosong
1,ya menikah dengan Lu
1,bopeng
1,pp nya mirip rendot
1,belom pernah digebukin bang
1,mandi 3 kali sehari bang biar nambah cakep
1,setidak nya klo ga good looking ya good attitude bang
1,Pend dari mencicipi
1,komenannya? miris
1,Gua ada Amplas kasar nih bang
1,jan bawa fisik dong
1,gawat dia sudah beli kuota
1,lu ngapain bang?
1,iya bang keren tapi janji ya ini video terakhir
1,boleh nih buat nakutin anak kalo gamau bangun saur
1,Saudara tidak malu pada pria yang sama begitu banyak pria
-1,Pukulin Rame2
-1,Tempat sampah aneh ini adalah keajaiban seseorang
-1,geli bang buset dah
-1,Tubuhnya bulat
-1,napasnya pasti bau ta*
-1,kalo belom di pukul ga bakal jera ni orang
-1,janda pirang? janda gendats kali??
-1,elu yang ga nyambung goblokkkkkk
-1,urusin jerawat lu dulu anj
-1,bopengnya parah bgt
-1,udah tahun 2023 tuh muka blom diberesin juga
-1,Wajah Bang Kok adalah sama
-1,Dagu'a Thin Kyk Needle
-1,cakep sih sayang aja tembem.. pipinya masa yang lain
-1,masih layak di katain nih orang
-1,muka nya template y pasaran
-1,ga kuat sama suaranya
-1,suara pick me ?? help sakit telinga gw
-1,pikmi girl cabang klaten lewat nich
-1,suaranya dibuat2 bgt lol
-1,suaranya sangat sangat menusuk gendang telingaa
-1,e jontor amat wkwk
1,pengen ketawa liatnya wkwk setidak nya menghibur lah
1,udah tabiatnya orang arab kea gitu wkwkkwkw
1,balikin waktu gue yang berharga
-1,Jangan memposting VT sebelum mandi
-1,Si Wonyong Parat WKWKKWKWKWKWK
-1,makan stroberi aja dua tangan heh pikmiii pikmiii
-1,eh si pikmi keliatan lg
-1,yang pikmi aja heran ada yang lebih dari dia
1,bocahnya kocak juga
-1,mulutnya minta di cabein
1,tengil anjing
-1,si anj bpcah tengil bat kont
1,bosen idup bilang aja bro
-1,Rasanya seperti Pengen di Anjim
-1,"menendang tua """
-1,cakep nya pas make masker doang wkwkw
-1,buka masker langsung zonk
1,jadi model masker aja bisa tuh mas
1,kacauu bisa salah sasaran nih
1,mas mending pake masker aja ??
-1,cakep kok guys.. tp boong
1,gakenal dan ga mau tau
1,ga peduli SM nih orang
-1,kok mirip opet
-1,mirip monyet ragunan kak
-1,kucingnya mirip monyet..
1,Ihh anehhhhhhhh
-1,wah ada triplek bergoyang
-1,kurus bangett mau dilirik siapasi
1,sblm ngatain ORG ngaca dulu ka emg yakin lebih cakep?
-1,gemuk ai sia
-1,gentong berjalan tu wkw
1,Buset
-1,Sepertinya kentut poh
-1,pantes bandel soalnya anak yteam
-1,sadar gasih mukanya udah keriput
-1,duit banyak tp perawatan sulit
1,mba drpd dugem trs mending duitnya dipake perawatan dah
-1,CIE Pilih aku kaka nya
1,Syap paling nakallll bos
-1,baru nakal jd norak ni org
-1,iya dah yg lain cupu lu doang yg si paling bandel
-1,norak abisss hahaha
1,Apakah ibunya terlihat seperti perilaku putranya?
-1,anak baru bandel gini nih.. NORAK
-1,gaya nya selangit tp rumahnya jelek
-1,aduh mba mending benerin tuh plafon lu udh rembes
-1,hp doang iphone tp rumah mau ambruk
-1,gaya nya hedon tp dompet kosong haha
1,Gaji minimal untuk hutang dlu mas
-1,jadi pelayan aja gaya lu selangit bang
-1,buset dugem tiap hari pdhl kerja nya babu
-1,gaya nya sosialita uang nya gada lol
-1,tiap hari mabok tuh.. bapak lu masih genjot becak
-1,ngaku nya old money pdhl muka nya no money
-1,kurus bgt badannya udh kyk ga pernah makan enak
-1,"GAYA nya selangit,, tp utang nye sono sini ??"
-1,Muka Lu Gapantes Naek Mobil Bang ??
-1,SBNR adalah aksi kue Anda ?????
-1,"Rambutnya sangat rambut, janda? ??"
-1,Saus Saus Kue Rambutnya
-1,bjir jalannya kek hewan ??
-1,itu MUKA ap aspal?? dekil amat ??
-1,MINIMAL cuci muka lah blog! bikin sakit mata liatnya
-1,Ih kaki gerobak
-1,njs keteknya item bgt
-1,"Hands Ko Buntung ,, Hey Maid"
-1,yg begini udh cocok jd tumbal proyek ??
-1,ih idungnya kaya tapir ??????
-1,Mengejutkan kue wajahnya ??
-1,gigi kuning mata kuning ?? mabok tai ni org
-1,dia yg nyanyi gw yg malu ??
-1,buset suaranya kek knalpot rusak bjir ????
-1,banyak gaya luh rumah sepetak aja ????
-1,hari hari ketemu gembel
-1,apa cmn gw yg ngerasa mas nya mirip kerbau sawah?
-1,Lu Face Cake Copet of Brother
-1,buset tangannya cacat bjir
-1,si BUNTUNG bwa motor ??
-1,ni org mirip muka muka kriminal
-1,cowo ko pake crop top dunia makin aneh
1,Hari ini sekarang salah diizinkan
-1,masker nya di pasang kaka biar cakep hehe
-1,layak mendapatkan penghinaan terhadap orang
-1,Ini sudah lama sekali
-1,ga ada yg lain apa bosen liatnya anj
-1,stop munculin ni org gw gedek tai
-1,yg dibahas ini lagiii ini lg ga bosen cok
-1,"bg gosah sok tau bikin vt bwt seru""an aj sok serius amat"
1,dikit lagi lucu ka
-1,kerjaannya banyak bacot
-1,Akun Mending Bat Sobring Dry Bat
-1,Caper Lu Tong
-1,lariii ada pikmi?? jheysen uwuw
1,Jaileen Huwuwww ????????????
-1,definisi pikmi di dunia nyata
1,Apasi Nek
1,dibahas mulu
-1,perasaan di ive pikme semua anjir ??
1,mulai
